"siret","code","workforce_count","coordinates","usual_name"
"35680089600017","24.54Z",225,"(49.263051,6.146706)","L B I"
"38181228800029","43.33Z",35,"(49.255784,6.130587)","LESSERTEUR"
"40316801600042","25.62B",75,"(49.258894,6.104456)","LORRAINE ATELIERS"
"42323910200027","42.21Z",35,"(49.188581,5.984736)","WH"
"44156820100038","43.34Z",35,"(49.261155,6.09424)","DAVID RIGGI"
"42372766800034","41.20B",35,"(49.263157,6.103619)","DGB GROUP"
"33296233100051","33.11Z",375,"(49.364562,6.089788)","CMI INDUSTRY"
"35131147700050","43.32B",35,"(49.362676,6.099459)","ENTREPRISE GUENEBAUT"
"39800036400024","43.99C",35,"(49.334011,6.154898)","C E P"
"44460844203368","35.13Z",35,"(49.354057,6.133419)","ENEDIS"
"44460844203814","35.13Z",75,"(49.348145,6.157252)","ENEDIS"
"44478651103109","35.22Z",35,"(49.354257,6.133419)","GRDF"
"33915256300054","41.10A",35,"(49.348289,6.177589)","VESTA ESPACE"
"40361111400014","10.71C",35,"(49.360853,6.195024)","MAISON SCHAMING"
"40986811400334","43.21A",75,"(49.347777,6.138302)","INEO INDUSTRIE & TERTIAIRE EST"
"35097492900050","33.20A",35,"(49.388944,6.245714)","LASSO"
"42153568300013","43.21B",35,"(49.389144,6.245714)","CITEOS"
"44194116800011","25.61Z",35,"(49.39922,5.97124)","S.P.I."
"33527408000035","43.99B",75,"(49.326373,6.179204)","ALTEAD LORLEV"
"39260754500010","18.12Z",75,"(47.468292,3.516416)","NOUVELLE IMPRIMERIE LABALLERY"
"34403709800029","43.99C",35,"(47.511251,3.525847)","POUSSEAUX BATIMENT RENOVATION"
"38034280800074","25.50A",150,"(46.932471,3.262276)","AUBERT & DUVAL"
"41384901900018","43.34Z",35,"(46.87473,3.483273)","S P C I"
"39451809600018","43.99C",35,"(47.379435,2.907965)","CONSTRUCTIONS DU VAL DE LOIRE"
"39232428100022","28.22Z",35,"(47.091893,3.203233)","CABLERIE DE BOURGOGNE"
"41985595200026","25.62B",35,"(47.093879,3.193861)","CALIDER INDUSTRIE"
"33374921600029","41.20A",35,"(47.06975,3.197124)","NTB"
"39882711300505","42.11Z",35,"(46.997229,3.193691)","BOURGOGNE FRANCHE COMTE"
"44162738700026","43.91B",35,"(46.983776,3.202945)","SARL JEAN LUC LUTSEN"
"43827703000740","33.12Z",35,"(46.9681,3.256496)","COFELY ENDEL"
"35197573500041","29.10Z",35,"(46.884568,3.145283)","MYGALE"
"40457016000014","29.10Z",35,"(46.889708,3.154279)","ORECA MAGNY-COURS"
"40956448100029","28.11Z",150,"(46.889608,3.154079)","DANIELSON ENGINEERING"
"38764912200042","43.99C",35,"(46.999817,3.189409)","ARTISANS PLUS"
"39871128300026","43.21A",35,"(46.983508,3.122939)","TECHNIC'ELEC 58"
"41458244500014","10.71C",35,"(46.994624,3.122799)","CEREA"
"44460844200125","35.13Z",150,"(46.986628,3.170619)","ENEDIS"
"44460844200133","35.13Z",35,"(46.988012,3.164737)","ENEDIS"
"44476855000758","43.22B",35,"(46.994996,3.169409)","CHAM"
"38175117100012","43.34Z",35,"(47.022599,3.169519)","A.MAILHARRO SARL"
"43459817300012","43.22A",35,"(47.015091,3.139333)","GALLOIS ROBERT ET ASSOCIES"
"44125496800015","43.29A",35,"(47.008967,3.131514)","GROUPE-LE CARRE"
"33385760500013","43.21A",35,"(47.015567,3.082648)","ENTREPRISE BOURGEOT"
"33751658700017","33.14Z",35,"(47.025989,3.084217)","DREKAN ELECTROMECANIQUE"
"37877967200054","38.31Z",35,"(47.024913,3.079288)","REGAIN ECO-PLAST"
"39365134400037","25.50B",35,"(47.015213,3.178842)","LASER FUSION"
"35404520500029","31.01Z",35,"(47.069192,3.097095)","A.E. PRODUCTION"
"40481671200016","18.12Z",35,"(47.072432,3.10379)","CIA BOURGOGNE - IB IMPRIMERIE -"
"40410160200021","43.39Z",35,"(50.113138,3.426923)","STYL'FACADE"
"41129914200041","18.12Z",35,"(50.113338,3.426923)","LENGLET IMPRIMEURS"
"40028697700014","01.61Z",35,"(50.099239,3.378943)","ETA DRANCOURT"
"39789078100016","43.12A",35,"(50.125239,3.462087)","SARL TOUTES LOCATIONS POUR TERRASSEMENTS"
"43303813000020","42.99Z",35,"(50.121138,3.467638)","ETS DESCAMPS T.P"
"37892427800013","25.61Z",35,"(50.066397,3.459966)","FRANCE GALVA"
"44365471000013","33.20B",35,"(50.721984,2.548742)","SAS SODER"
"44460844202147","35.13Z",35,"(50.732098,2.544539)","ENEDIS"
"34094705000050","43.12A",35,"(50.720404,2.740039)","EURO FLANDRES TP"
"41934679600024","43.99C",75,"(50.727699,2.737825)","TECOBAT"
"42047981800080","43.32A",35,"(50.720333,2.739838)","SARL EXPERT PVC"
"42370867600022","43.32B",35,"(50.722191,2.752374)","BALLOY"
"33324368100017","43.12A",35,"(50.811461,2.601494)","ETS VAN EECKE"
"33752949900044","18.12Z",35,"(50.806285,2.619034)","NORD IMPRIM"
"34392909700016","43.12A",35,"(50.698736,2.765713)","ENTREPRISE LEBLEU"
"38949207500020","42.22Z",35,"(50.704436,2.78032)","ENTREPRISE GUY PATTYN"
"43949610000017","25.50B",35,"(50.700504,2.774939)","TOLEXPRESS"
"35394586800027","41.20A",35,"(50.689798,2.658212)","MAISONS LEVOYE SARL"
"40272383700025","43.21A",35,"(50.677533,2.515532)","SARL DUYME ELECTRICITE"
"34159367100017","33.20B",75,"(50.704682,2.659423)","DEBEVRE VENTILATION"
"38100756600015","42.21Z",75,"(50.786305,2.527294)","DUBRULLE-FAIGNOT T.P."
"34261447600014","43.12A",150,"(50.80182,2.373838)","ENTREPRISE VITSE"
"38097651400030","25.62B",35,"(50.993683,2.56314)","PACQUET PRODUCTION MECANIQUE"
"39928149200021","42.21Z",35,"(50.974123,2.589974)","EDGARD DUVAL"
"38387079700065","43.21A",35,"(50.966515,2.426942)","INEO HAUTS DE FRANCE"
"40867628600011","10.71D",35,"(50.968627,2.433087)","PATISSERIE LEGROS"
"39457911400031","43.99C",35,"(50.973807,2.461652)","SETIB"
"44026717700127","33.20B",35,"(50.977507,2.448989)","QUIRI REFRIGERATION"
"40115236800015","25.50B",35,"(50.938127,2.54734)","TOLERIE CONSTRUCTION INDUSTRIELLE"
"34070898100022","43.32A",35,"(50.957132,2.412599)","SARL BILLIET"
"40279561100050","25.50B",35,"(50.958826,2.419923)","AD-COUP LITTORAL"
"40188771600025","43.32A",35,"(50.896416,2.23893)","JANSSOONE PASCAL"
"41773613900045","33.20A",35,"(50.939002,2.462069)","J.L.C. ENTREPRISE"
"42900459100047","33.12Z",35,"(50.950119,2.434535)","LTDM MAINTENANCE"
"40109680500031","33.11Z",35,"(50.953045,2.428365)","SOCIETE DE TUYAUTERIE ET D'ETUDE MECANIQUE"
"38806844700027","25.62B",35,"(50.842511,2.205613)","NORD MOTORS"
"34764237300034","41.20A",35,"(50.478099,3.235941)","ENTREPRISE DE CONSTRUCTION ARTISANALE"
"39851802700071","43.91B",35,"(50.477132,3.237405)","SARL THIERRY BEGHIN"
"44479881300135","43.22B",75,"(50.47748,3.235595)","MAINTENANCE TECHNIQUE OPTIMISEE"
"34812749900021","25.50B",35,"(50.462954,3.271152)","PLIAGES INDUSTRIELS"
"43944670900024","43.12A",35,"(50.463255,3.270205)","DESPRETS ET FILS"
"34328947600065","43.99C",35,"(50.541609,3.088785)","DS TRAVAUX"
"41473342800026","43.21A",75,"(50.545406,3.098158)","LILLE PROCESS SOLUTIONS"
"42911316000023","18.12Z",35,"(50.544097,3.089926)","ILD"
"44274353000259","43.21A",150,"(50.54456,3.097085)","ENGIE INEO"
"44061786800029","43.12A",35,"(50.528681,3.277706)","CDH EURANORD T-P"
"35012189300043","43.99C",35,"(50.321114,3.380061)","BAT MEN"
"38510773500024","25.61Z",35,"(50.335646,3.385874)","LA GTM FRANCE"
"40209626700032","42.11Z",150,"(50.335846,3.385874)","HAINAUT DENAIN"
"40416401400031","42.11Z",75,"(50.324322,3.383772)","ENTREPRISE JEAN LEFEBVRE NORD"
"40756791600025","43.21A",75,"(50.441703,3.395637)","ELECTRUM GROUP"
"41439363700023","25.62B",35,"(50.438577,3.422433)","HEUILLE ET FILS"
"42967079700027","33.20B",75,"(50.441864,3.395882)","BECK & POLLITZER FRANCE SAS"
"44339411900012","41.20B",35,"(50.441379,3.419278)","S.J.D. BATIMENT"
"38411722200032","25.61Z",35,"(50.400118,3.493322)","MSM-EURO PEINTURE"
"38842479800030","43.22B",35,"(50.393885,3.465117)","SOCIETE MUNOZ"
"40862934300018","25.62B",35,"(50.388278,3.483806)","SA EUROP USINAGE"
"42166441800041","43.12A",150,"(50.394119,3.468998)","LES CANALISATEURS DU HAINAUT"
"43820513000018","25.50B",35,"(50.390936,3.473014)","DEPRECQ"
"44478651102887","35.22Z",75,"(50.382398,3.484741)","GRDF"
"40290362900010","43.99C",35,"(50.32947,3.326585)","3P BATISSEURS"
"43480907500022","43.21A",35,"(50.385138,3.39466)","SOCIETE INGENIERIE AMENAGEMENT MAINTENANCE"
"43518317300028","42.11Z",35,"(50.410346,3.576584)","SOCIETE DE TRAVAUX DU BASSIN MINIER"
"33192819200011","38.32Z",75,"(50.310791,3.35688)","SUEZ RV LOURCHES"
"43177717600030","33.11Z",75,"(50.312072,3.364108)","C O D I M E CONSEIL DIVERSIFICATION INDUSTRIEL MAINTENANCE EXPLOITATION"
"33909172000013","43.99C",35,"(50.35196,3.467075)","PAGANI"
"34347778200050","43.11Z",75,"(50.305981,3.463428)","REVILIS"
"38520008400015","43.99C",35,"(50.321384,3.414324)","ESCAUT CONSTRUCTION"
"39938715800039","42.21Z",35,"(50.444869,3.369551)","HYDRAM S.A.S"
"35100558200025","29.10Z",3500,"(50.267712,3.339944)","SOCIETE EUROPEENNE DE VEHICULES LEGERS DU NORD - SEVEL NORD"
"39488939800043","33.20C",75,"(50.440531,3.351558)","OTHUA"
"41852493000041","33.20C",35,"(50.441096,3.352147)","SIGMA"
"42507482000035","43.91A",35,"(50.438197,3.375767)","B.A.T.I.M.C.O"
"36920001900130","43.91B",35,"(50.116159,3.944157)","CARLIER LESCUT"
"40510072800022","43.99C",35,"(50.173125,4.086412)","ENTREPRISE BATIMENTS CHRISTIAN LEFEBVRE"
"38831666300037","23.20Z",35,"(50.131631,3.972124)","MAGNESITA REFRACTORIES"
"42334695600026","33.12Z",35,"(50.298876,3.809489)","HERIPRET MAINTENANCE AGENCE NORD"
"40082734100019","43.12A",35,"(50.312357,3.659456)","FDTP"
"41486409000017","43.99C",35,"(50.273151,3.932893)","ARBUATTI CONSTRUCTIONS"
"41858107000038","33.11Z",35,"(50.282378,3.940865)","NORD MAINTENANCE INDUSTRIELLE"
"44039635600030","33.20C",35,"(50.283132,3.940983)","PM INDUSTRIE"
"44460844202741","35.13Z",35,"(50.273144,3.967176)","ENEDIS"
"38258328400031","43.12A",35,"(50.251978,3.924967)","ETS LANTHIER"
"37904139500052","28.13Z",750,"(50.300513,4.103603)","FRAMATOME"
"33861420900017","43.32A",35,"(50.187712,3.82113)","TOMMASINI MENUISERIE"
"33861458900012","41.20B",75,"(50.187912,3.82113)","TOMMASINI CONSTRUCTION"
"40416401400064","42.11Z",35,"(50.193091,3.820874)","ENTREPRISE JEAN LEFEBVRE NORD"
"42070460300034","25.62B",35,"(50.244059,3.974496)","VELA INDUSTRIE"
"33207408700039","25.62B",35,"(50.271983,4.004798)","ATELIERS DE MECANIQUES DE BERSILLIES"
"39462912500086","43.22B",35,"(50.26935,3.979514)","LOGISTA"
"33892509200029","25.61Z",75,"(50.19903,3.80378)","TUBOSCOPE VETCO (FRANCE)"
"35100127600036","25.62B",35,"(50.22423,3.841797)","E O D A REALISATIONS"
"33245605200049","43.34Z",35,"(50.21435,3.865175)","SAMBRE AVESNOIS ENTRETIENS - S.A.E."
"38235128600028","02.40Z",35,"(50.208878,3.947549)","FORETS ET PAYSAGES"
"33381241000020","43.99C",35,"(50.379491,3.086454)","SOC EXPLOITATION GAUTHIEZ & TAQUET"
"34072139800014","01.62Z",35,"(50.404768,3.123881)","SYNELIA"
"38358742500018","33.20A",35,"(50.396229,3.097822)","DELOBELLE"
"38387079700156","43.21A",75,"(50.394144,3.102722)","INEO HAUTS DE FRANCE"
"39462912500441","43.22B",35,"(50.391931,3.10009)","LOGISTA"
"40416401400056","42.11Z",75,"(50.39552,3.097432)","ENTREPRISE JEAN LEFEBVRE NORD"
"40416401400080","42.11Z",75,"(50.39572,3.097432)","EJL NORD AGENCE GRANDS TRAVAUX"
"40416401400098","42.11Z",35,"(50.39562,3.097332)","EJL NORD AGENCE GENIE CIVIL"
"41473479800013","01.62Z",150,"(50.404968,3.123881)","SFAN ISIMER"
"44460844202683","35.13Z",35,"(50.380514,3.077785)","ENEDIS"
"44460844202691","35.13Z",225,"(50.377932,3.078514)","ENEDIS"
"44478651100501","35.22Z",35,"(50.378132,3.078514)","GRDF"
"34289891300013","43.12A",35,"(50.367116,3.11534)","SOCIETE D'EXPLOITATION DES ETS POTY"
"33391638500185","33.20A",150,"(50.3723,3.046709)","EIFFAGE METAL"
"42438593800057","29.31Z",75,"(50.379727,3.038265)","YAZAKI SYSTEMS TECHNOLOGIES FRANCE"
"44205781600021","29.32Z",75,"(50.379627,3.038165)","BENTELER JIT DOUAI SAS"
"37990287700057","43.99C",75,"(50.380534,3.165445)","ENTREPRISE SEPTENTRIONALE DE CONSTR"
"34035652600046","43.34Z",35,"(50.410775,3.107536)","SODIPROF"
"35297362200173","18.12Z",375,"(50.40168,3.050944)","IMPRIMERIE NATIONALE"
"38089049100034","33.20B",35,"(50.403547,3.067363)","THELIA"
"38451062400016","43.29B",35,"(50.401042,3.061507)","CLOTURES DU DOUAISIS"
"40109561700015","43.32A",35,"(50.40092,3.061861)","SPEFAB"
"41049449600053","18.12Z",35,"(50.40188,3.050944)","IN CONTINU ET SERVICES"
"33920858900020","43.91B",35,"(50.414818,3.207105)","CIBEC"
"33844572900035","43.22B",35,"(50.353938,3.133388)","LA MAISON DU CHAUFFAGE"
"34531155900024","43.21A",75,"(50.354138,3.133388)","SOC DANIEL DEVRED"
"38206387300022","43.22B",35,"(50.350526,3.152463)","MOTIF"
"33462814600030","33.20B",35,"(50.415515,3.132775)","BAIL SAS"
"33180225600015","43.22B",35,"(50.173555,3.213309)","FARASSE FLUIDES"
"37778256000017","43.32B",35,"(50.178701,3.218584)","IVERCO"
"38933815300031","43.22B",35,"(50.17553,3.217825)","CLAISSE INSTALLATIONS"
"40209626700065","42.11Z",35,"(50.173254,3.210295)","HAINAUT CAMBRAI"
"40229517400021","43.32A",35,"(50.147734,3.223775)","SIPA MENUISERIES"
"41949506400042","18.12Z",35,"(50.147634,3.223675)","IMPRIMERIE DANQUIGNY"
"43359022100019","43.32B",35,"(50.174889,3.208386)","HORIZONS"
"44460844202154","35.13Z",35,"(50.179528,3.229155)","ENEDIS"
"39776783101124","42.22Z",150,"(50.189335,3.216497)","SOGETREL"
"40209626700016","42.11Z",75,"(50.195119,3.271419)","HAINAUT ESCAUDOEUVRES"
"34789209300043","17.21B",150,"(50.119633,3.202818)","GRAPHIC PACKAGING INTERNATIONAL FRANCE"
"41129914200033","18.12Z",75,"(50.191219,3.195456)","LENGLET IMPRIMEURS"
"44378278400070","29.32Z",150,"(50.054607,3.124126)","SOFEDIT"
"41431125800019","01.61Z",35,"(50.204988,3.319745)","SOYEZ"
"34111938600017","01.61Z",150,"(50.194985,3.315566)","SAS LEGRAND"
"44087111900036","33.14Z",35,"(50.202188,3.201133)","DV ELECTROMECANIQUE"
"34461088600022","43.21A",75,"(50.63566,3.098057)","FLASCHE"
"37864575800020","43.32B",35,"(50.639596,3.064856)","BBI"
"38116434200010","10.71D",75,"(50.637776,3.061879)","MEERT"
"40001936000033","43.34Z",35,"(50.630076,3.099143)","CROMADECO'R"
"40305211101196","10.71C",35,"(50.630838,3.115835)","PAUL PRESTIGE"
"41328425800048","10.71C",35,"(50.641336,3.062181)","LVDH HAUTS DE FRANCE 1"
"44460844210462","35.13Z",75,"(50.632402,3.037947)","ENEDIS"
"33978830900377","41.10A",35,"(50.638015,3.077475)","VINCI IMMOBILIER PROMOTION"
"37822478600020","42.99Z",35,"(50.63846,3.076779)","SOCIETE PUBLIQUE LOCALE EURALILLE"
"44460844212914","35.13Z",35,"(50.652654,2.972736)","ENEDIS"
"34008588500069","43.99D",75,"(50.633428,2.985291)","BOTTE FONDATIONS"
"34887942000043","43.99C",75,"(50.62941,2.997598)","MDN"
"43902884600038","43.99C",35,"(50.63163,3.013511)","BATINORD ENTREPRISE GENERALE"
"44280790500058","43.91B",35,"(50.628677,3.005825)","SARL J LEROY"
"44461925800569","35.12Z",150,"(50.639262,3.018394)","RTE RESEAU DE TRANSPORT D ELECTRICITE"
"33861458900038","41.20B",75,"(50.625028,3.042057)","TOMMASINI CONSTRUCTION"
"34368544200059","43.33Z",35,"(50.608257,3.059586)","SARL CARLSTYL"
"38878492800011","43.21A",225,"(50.625846,3.039753)","EIFFAGE ENERGIE SYSTEMES - NORD"
"38878492800144","43.21A",35,"(50.625574,3.038395)","EIFFAGE ENERGIE SYSTEMES - NORD"
"41790848000011","43.99C",35,"(50.614382,3.039004)","SARL E.J.M."
"43835729500189","41.10A",35,"(50.626725,3.079681)","MARIGNAN"
"44478651105187","35.22Z",150,"(50.626887,3.080446)","GRDF"
"35327231300019","43.99C",35,"(50.69893,3.176157)","ENTREPRISE DUJARDIN"
"35399498100028","33.20A",35,"(50.683629,3.207353)","SERRURERIE METALLERIE BATIMENT INDUSTRIE"
"39238230500036","43.99C",35,"(50.697558,3.160299)","RENOVATION ENTREPRISE MAISON INDIVIDUEL"
"43961977600024","43.99C",35,"(50.68971,3.206785)","METROPOLE CONSTRUCTION"
"44460844202188","35.13Z",75,"(50.702504,3.172385)","ENEDIS"
"44478651101830","35.22Z",75,"(50.702704,3.172385)","GRDF"
"33515856400021","43.32A",35,"(50.740919,3.166436)","VAN HENIS MARCEL ET FILS"
"35240492500070","32.50A",75,"(50.728372,3.14407)","WESTLAKE PLASTICS EUROPE"
"36920001900049","43.91B",35,"(50.709535,3.172645)","APPLICAMAT LILLE-METROPOLE"
"38151180700046","25.62B",35,"(50.715891,3.145266)","MECANIQUE TUYAUTERIE MAINTENANCE INDUSTR"
"38330438300037","18.12Z",35,"(50.715893,3.136849)","BECQUART IMPRESSIONS"
"38800280000042","43.29B",35,"(50.741024,3.148038)","ART NEON REGENEON  MARQUE POINT ROUGE"
"44460844202170","35.13Z",75,"(50.736694,3.168718)","ENEDIS"
"38103353900044","41.20B",75,"(50.715498,3.207913)","SA MATON BATIMENTS CONSTRUCTIONS"
"34482524500089","14.14Z",75,"(50.680125,3.11737)","ELAN INDUSTRIES"
"35122136100014","33.20B",35,"(50.678144,3.103575)","NEU SOLIDS HANDLING & PROCESSING"
"44461925800585","35.12Z",375,"(50.654594,3.084769)","RTE RESEAU DE TRANSPORT D ELECTRICITE"
"33445611800028","41.10A",35,"(50.647365,3.042671)","LOGER HABITAT"
"33487372601435","43.22B",35,"(50.647265,3.042571)","PROXITHERM"
"34323484500034","42.91Z",75,"(50.647265,3.042771)","SDI SOCIETE DE DRAGAGE INTERNATIONAL"
"34877990100076","41.20B",225,"(50.664552,3.025937)","NORD FRANCE CONSTRUCTIONS"
"37853563700029","41.10B",35,"(50.647165,3.042571)","CARRE CONSTRUCTEUR"
"38885214700023","43.22B",35,"(50.663235,3.023849)","SA BERNARD LEFEBVRE"
"39056259300025","33.20B",35,"(50.665129,3.027258)","COFRINO FROID ET MACHINES"
"40977308200014","10.71C",35,"(50.638482,3.02432)","A LA BONNE BRIOCHE"
"44460844210454","35.13Z",150,"(50.65988,3.014545)","ENEDIS"
"38931325500017","43.22B",75,"(50.684086,2.877017)","DELANNOY DEWAILLY ENTREPRISE"
"38949278600014","43.22B",35,"(50.68437,2.876737)","DELANNOY DEWAILLY MAINTENANCE"
"40416420400020","42.11Z",75,"(50.622755,3.015745)","LEDUC"
"40952616700195","42.11Z",35,"(50.622955,3.015745)","EUROVIA MANAGEMENT"
"43016743700010","43.32C",35,"(50.615165,3.022898)","ROGER AGENCEMENT"
"38035302900073","41.10A",35,"(50.64576,3.07282)","GEORGES V REGION NORD"
"38274436500026","43.34Z",35,"(50.654402,3.05796)","CATTEAU"
"44460844213367","35.13Z",150,"(50.648001,3.078129)","ENEDIS"
"38961238300031","41.20B",375,"(50.677535,3.141091)","RABOT DUTILLEUL CONSTRUCTION"
"44460844202139","35.13Z",35,"(50.673096,3.142028)","ENEDIS"
"39232268100058","43.22B",35,"(50.646116,3.104357)","HYDROLINE"
"33232063900047","43.34Z",35,"(50.679297,3.128859)","STYLE DECO"
"34977488500033","43.99C",35,"(50.671557,3.117316)","LEGABAT"
"35291341200057","41.20A",75,"(50.658887,3.120197)","LES CONSTRUCTIONS PIRAINO"
"38878492800110","43.21A",75,"(50.654184,3.118966)","EIFFAGE ENERGIE SYSTEMES - NORD"
"38961238300023","41.20B",150,"(50.664423,3.116183)","RABOT DUTILLEUL CONSTRUCTION"
"33977213900020","18.12Z",35,"(50.604952,3.105746)","CARACTERES"
"42115915300046","43.21A",75,"(50.604058,3.097727)","INEO SYSTRANS"
"34810619600028","43.91B",35,"(50.653102,3.187486)","SARL SOCIETE NOUVELLE BAUFFE"
"33845240200021","42.21Z",75,"(50.609919,2.996082)","SOCIETE D'EQUIPEMENTS TUYAUTERIES"
"44177584800035","43.33Z",35,"(50.605445,2.99025)","CRI"
"44290505500020","43.31Z",225,"(50.605645,2.99025)","SDI"
"44481882700032","43.12A",75,"(50.605545,2.99015)","STPI"
"43491711800011","33.12Z",35,"(50.672085,3.231078)","SOGEMA SERVICES"
"35257457800022","43.21A",35,"(50.747984,3.132652)","ELECTRICITE GUIDEZ"
"38849013800061","43.12A",75,"(50.745665,3.137258)","LOCATRA"
"38839361300012","10.71C",35,"(50.661716,3.050208)","DEVULDER PATISSERIE"
"39903163200017","43.91B",35,"(50.653068,3.055275)","SAINT ANDRE COUVERTURE"
"34972362700023","43.99B",35,"(50.767235,3.012609)","THIERRY DEBLATON EQUIPEMENT MAINTENANCE"
"37975607500022","43.91A",35,"(50.768515,3.015615)","BOIS SCIES MANUFACTURES"
